timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1690559714229,205,Iphone-0,301,Moved Permanently,Thread Group 1-17,,true,,435,125,50,50,http://www.apple.com/iphone/,205,0,0
1690559714435,10381,Iphone-1,200,OK,Thread Group 1-17,text,true,,236314,125,50,50,https://www.apple.com/iphone/,237,0,0
1690559716341,8500,Iphone,200,OK,Thread Group 1-2,text,true,,236749,250,50,50,https://www.apple.com/iphone/,432,0,0
1690559716341,432,Iphone-0,301,Moved Permanently,Thread Group 1-2,,true,,435,125,50,50,http://www.apple.com/iphone/,432,0,0
1690559716773,8068,Iphone-1,200,OK,Thread Group 1-2,text,true,,236314,125,50,50,https://www.apple.com/iphone/,225,0,0
1690559711641,13208,Iphone,200,OK,Thread Group 1-10,text,true,,236749,250,50,50,https://www.apple.com/iphone/,260,0,0
1690559711641,260,Iphone-0,301,Moved Permanently,Thread Group 1-10,,true,,435,125,50,50,http://www.apple.com/iphone/,260,0,0
1690559711902,12947,Iphone-1,200,OK,Thread Group 1-10,text,true,,236314,125,50,50,https://www.apple.com/iphone/,218,0,0
1690559717755,7092,Iphone,200,OK,Thread Group 1-12,text,true,,236749,250,50,50,https://www.apple.com/iphone/,221,0,0
1690559717755,221,Iphone-0,301,Moved Permanently,Thread Group 1-12,,true,,435,125,50,50,http://www.apple.com/iphone/,221,0,0
1690559717977,6870,Iphone-1,200,OK,Thread Group 1-12,text,true,,236314,125,50,50,https://www.apple.com/iphone/,447,0,0
1690559699416,25741,Ipad,200,OK,Thread Group 1-34,text,true,,281197,246,50,50,https://www.apple.com/ipad/,44,0,28
1690559699416,44,Ipad-0,301,Moved Permanently,Thread Group 1-34,,true,,433,123,50,50,http://www.apple.com/ipad/,44,0,28
1690559699461,25696,Ipad-1,200,OK,Thread Group 1-34,text,true,,280764,123,50,50,https://www.apple.com/ipad/,961,0,774
1690559710829,14426,Iphone,200,OK,Thread Group 1-15,text,true,,236749,250,50,50,https://www.apple.com/iphone/,239,0,0
1690559710829,239,Iphone-0,301,Moved Permanently,Thread Group 1-15,,true,,435,125,50,50,http://www.apple.com/iphone/,239,0,0
1690559711068,14187,Iphone-1,200,OK,Thread Group 1-15,text,true,,236314,125,50,50,https://www.apple.com/iphone/,223,0,0
1690559715540,10406,Iphone,200,OK,Thread Group 1-30,text,true,,236749,250,50,50,https://www.apple.com/iphone/,224,0,0
